TransactionID,TransactionDate,CalendarYear,Quarter,MonthNumber,MonthName,DepartmentKey,CategoryKey,VendorKey,RegionKey,ProjectKey,Description,PaymentMethod,PostingStatus,NetAmount_AUD,GST_AUD,GrossAmount_AUD,PurchaseOrder,InvoiceNumber,OriginalCurrency,ExchangeRate
TX005409,2025-12-01,2025,4,12,December,D005,C010,V005,R02,P008,Events expense - Sales,Invoice,Posted,4910.54,491.05,5401.59,PO-96976,INV-867100,AUD,1.0
TX005410,2024-01-08,2024,1,1,January,D006,C003,V002,R03,P008,Hardware expense - Operations,Direct Debit,Posted,1170.97,117.1,1288.07,,INV-994395,AUD,1.0
TX005411,2024-08-08,2024,3,8,August,D003,C007,V009,R04,P008,Training expense - Human Resources,Invoice,Posted,433.06,43.31,476.37,PO-42515,INV-126431,AUD,1.0
TX005412,2025-06-05,2025,2,6,June,D008,C016,V011,R01,P004,Insurance expense - Facilities,Invoice,Posted,254.45,25.45,279.9,PO-82572,INV-784309,AUD,1.0
TX005413,2025-07-22,2025,3,7,July,D008,C015,V006,R01,P008,Repairs & Maintenance expense - Facilities,Invoice,Posted,193.95,19.39,213.34,PO-74943,INV-279416,AUD,1.0
TX005414,2024-06-29,2024,2,6,June,D005,C012,V029,R01,P002,Telecommunications expense - Sales,Invoice,Posted,228.2,22.82,251.02,PO-97030,INV-152478,AUD,1.0
TX005415,2024-02-24,2024,1,2,February,D004,C011,V032,R03,P005,Office Supplies expense - Marketing,Invoice,Posted,420.03,42.0,462.03,PO-87672,INV-394502,AUD,1.0
TX005416,2024-09-07,2024,3,9,September,D008,C011,V014,R02,P001,Office Supplies expense - Facilities,Invoice,Posted,167.13,16.71,183.84,PO-34127,INV-631932,AUD,1.0
TX005417,2025-02-12,2025,1,2,February,D004,C009,V015,R05,P008,Advertising expense - Marketing,Expense Claim,Posted,541.95,54.2,596.15,,,AUD,1.0
TX005418,2025-03-04,2025,1,3,March,D005,C001,V004,R03,P005,Software & SaaS expense - Sales,Invoice,Accrued,572.35,57.24,629.59,PO-55254,INV-409283,AUD,1.0
TX005419,2024-03-03,2024,1,3,March,D007,C020,V033,R02,P002,Customer Support Tools expense - Customer Service,Invoice,Pending,828.48,82.85,911.33,PO-42305,INV-754963,AUD,1.0
TX005420,2024-09-10,2024,3,9,September,D001,C001,V010,R02,P008,Software & SaaS expense - Information Technology,Invoice,Posted,282.68,28.27,310.95,PO-35167,INV-549874,AUD,1.0
TX005421,2025-05-17,2025,2,5,May,D004,C001,V011,R03,P008,Software & SaaS expense - Marketing,Invoice,Posted,1507.1,150.71,1657.81,PO-86056,INV-756532,AUD,1.0
TX005422,2024-06-11,2024,2,6,June,D007,C020,V032,R04,P007,Customer Support Tools expense - Customer Service,Invoice,Posted,917.27,91.73,1009.0,PO-92590,INV-990615,AUD,1.0
TX005423,2025-08-05,2025,3,8,August,D007,C020,V013,R02,P008,Customer Support Tools expense - Customer Service,Invoice,Posted,532.41,53.24,585.65,PO-56625,INV-497225,AUD,1.0
TX005424,2026-02-15,2026,1,2,February,D008,C011,V032,R01,P008,Office Supplies expense - Facilities,Expense Claim,Posted,82.79,8.28,91.07,,,AUD,1.0
TX005425,2025-06-04,2025,2,6,June,D006,C003,V008,R02,P008,Hardware expense - Operations,Direct Debit,Posted,816.82,81.68,898.5,,INV-159462,AUD,1.0
TX005426,2024-09-07,2024,3,9,September,D003,C007,V017,R03,P002,Training expense - Human Resources,Invoice,Posted,250.02,25.0,275.02,PO-75453,INV-177595,AUD,1.0
TX005427,2025-09-30,2025,3,9,September,D003,C011,V006,R01,P005,Office Supplies expense - Human Resources,Invoice,Posted,303.32,30.33,333.65,PO-73816,INV-632936,AUD,1.0
TX005428,2026-05-06,2026,2,5,May,D004,C004,V021,R03,P008,Contractors expense - Marketing,Invoice,Posted,1065.53,106.55,1172.08,PO-92271,INV-555111,AUD,1.0
TX005429,2025-03-20,2025,1,3,March,D001,C020,V002,R01,P001,Customer Support Tools expense - Information Technology,Direct Debit,Posted,1442.47,144.25,1586.72,,INV-570873,AUD,1.0
TX005430,2024-02-12,2024,1,2,February,D002,C006,V006,R01,P008,Travel expense - Finance,Direct Debit,Posted,715.28,71.53,786.81,,INV-891728,AUD,1.0
TX005431,2024-10-16,2024,4,10,October,D005,C001,V016,R01,P005,Software & SaaS expense - Sales,Corporate Card,Posted,1286.35,128.63,1414.98,,,AUD,1.0
TX005432,2024-07-09,2024,3,7,July,D004,C004,V020,R02,P004,Contractors expense - Marketing,Invoice,Accrued,4425.36,442.54,4867.9,PO-76015,INV-706082,AUD,1.0
TX005433,2024-08-01,2024,3,8,August,D005,C010,V021,R02,P004,Events expense - Sales,Corporate Card,Posted,402.38,40.24,442.62,,,AUD,1.0
TX005434,2024-07-03,2024,3,7,July,D003,C011,V025,R02,P007,Office Supplies expense - Human Resources,Corporate Card,Posted,154.02,15.4,169.42,,,AUD,1.0
TX005435,2024-10-20,2024,4,10,October,D007,C004,V015,R02,P005,Contractors expense - Customer Service,Invoice,Posted,1677.61,167.76,1845.37,PO-84913,INV-718199,AUD,1.0
TX005436,2024-04-10,2024,2,4,April,D001,C002,V017,R05,P008,Cloud Services expense - Information Technology,Invoice,Posted,623.24,62.32,685.56,PO-37731,INV-838447,AUD,1.0
TX005437,2025-09-14,2025,3,9,September,D002,C001,V005,R03,P008,Software & SaaS expense - Finance,Corporate Card,Accrued,1054.9,105.49,1160.39,,,AUD,1.0
TX005438,2024-04-17,2024,2,4,April,D007,C001,V029,R04,P008,Software & SaaS expense - Customer Service,Invoice,Posted,851.47,85.15,936.62,PO-98980,INV-204756,AUD,1.0
TX005439,2025-10-16,2025,4,10,October,D001,C002,V034,R04,P008,Cloud Services expense - Information Technology,Expense Claim,Posted,1682.9,168.29,1851.19,,,AUD,1.0
TX005440,2026-04-06,2026,2,4,April,D003,C011,V004,R02,P001,Office Supplies expense - Human Resources,Direct Debit,Posted,458.1,45.81,503.91,,INV-793098,AUD,1.0
TX005441,2025-10-31,2025,4,10,October,D008,C003,V034,R04,P005,Hardware expense - Facilities,Invoice,Posted,614.53,61.45,675.98,PO-16956,INV-160041,AUD,1.0
TX005442,2025-07-08,2025,3,7,July,D007,C012,V005,R02,P008,Telecommunications expense - Customer Service,Invoice,Posted,287.64,28.76,316.4,PO-41670,INV-908027,USD,1.4733
TX005443,2024-09-03,2024,3,9,September,D004,C009,V023,R01,P007,Advertising expense - Marketing,Invoice,Accrued,879.36,87.94,967.3,PO-83805,INV-999354,AUD,1.0
TX005444,2024-05-26,2024,2,5,May,D001,C003,V024,R01,P008,Hardware expense - Information Technology,Invoice,Posted,384.37,38.44,422.81,PO-99383,INV-159710,AUD,1.0
TX005445,2026-06-08,2026,2,6,June,D008,C013,V024,R01,P008,Rent expense - Facilities,Expense Claim,Posted,2165.81,216.58,2382.39,,,AUD,1.0
TX005446,2024-02-04,2024,1,2,February,D008,C003,V001,R01,P008,Hardware expense - Facilities,Invoice,Posted,1677.5,167.75,1845.25,PO-31084,INV-236663,AUD,1.0
TX005447,2024-05-29,2024,2,5,May,D008,C004,V015,R03,P008,Contractors expense - Facilities,Direct Debit,Posted,4412.1,441.21,4853.31,,INV-793666,AUD,1.0
TX005448,2025-05-10,2025,2,5,May,D004,C006,V035,R01,P005,Travel expense - Marketing,Corporate Card,Accrued,521.93,52.19,574.12,,,AUD,1.0
TX005449,2025-11-23,2025,4,11,November,D004,C009,V029,R04,P008,Advertising expense - Marketing,Invoice,Posted,2580.4,258.04,2838.44,PO-36594,INV-528609,AUD,1.0
TX005450,2025-03-29,2025,1,3,March,D002,C016,V017,R05,P008,Insurance expense - Finance,Direct Debit,Posted,1111.94,111.19,1223.13,,INV-452886,AUD,1.0
TX005451,2025-05-09,2025,2,5,May,D003,C004,V030,R01,P008,Contractors expense - Human Resources,Invoice,Posted,989.39,98.94,1088.33,PO-19599,INV-384354,AUD,1.0
TX005452,2025-07-05,2025,3,7,July,D008,C016,V019,R02,P008,Insurance expense - Facilities,Invoice,Posted,204.71,20.47,225.18,PO-77554,INV-894285,AUD,1.0
TX005453,2026-01-09,2026,1,1,January,D001,C005,V034,R02,P008,Consulting expense - Information Technology,Invoice,Posted,1402.14,140.21,1542.35,PO-79046,INV-902707,AUD,1.0
TX005454,2026-06-07,2026,2,6,June,D002,C006,V023,R04,P008,Travel expense - Finance,Expense Claim,Posted,875.12,87.51,962.63,,,AUD,1.0
TX005455,2024-12-25,2024,4,12,December,D006,C004,V002,R04,P001,Contractors expense - Operations,Invoice,Posted,2518.67,251.87,2770.54,PO-36267,INV-868996,AUD,1.0
TX005456,2025-05-02,2025,2,5,May,D007,C001,V034,R03,P008,Software & SaaS expense - Customer Service,Expense Claim,Posted,484.44,48.44,532.88,,,AUD,1.0
TX005457,2024-04-26,2024,2,4,April,D006,C018,V014,R03,P008,Freight & Logistics expense - Operations,Invoice,Posted,2155.46,215.55,2371.01,PO-45568,INV-334718,AUD,1.0
TX005458,2025-10-06,2025,4,10,October,D007,C001,V034,R01,P008,Software & SaaS expense - Customer Service,Invoice,Posted,1035.63,103.56,1139.19,PO-67511,INV-867864,AUD,1.0
TX005459,2024-11-20,2024,4,11,November,D001,C004,V019,R05,P001,Contractors expense - Information Technology,Expense Claim,Posted,2789.44,278.94,3068.38,,,AUD,1.0
TX005460,2024-01-14,2024,1,1,January,D007,C020,V015,R03,P005,Customer Support Tools expense - Customer Service,Invoice,Posted,1092.43,109.24,1201.67,PO-61256,INV-939135,USD,1.5668
TX005461,2026-04-07,2026,2,4,April,D007,C004,V025,R02,P006,Contractors expense - Customer Service,Corporate Card,Posted,5065.13,506.51,5571.64,,,AUD,1.0
TX005462,2026-05-20,2026,2,5,May,D005,C012,V021,R01,P007,Telecommunications expense - Sales,Direct Debit,Posted,420.4,42.04,462.44,,INV-606018,AUD,1.0
TX005463,2024-02-05,2024,1,2,February,D005,C012,V008,R01,P008,Telecommunications expense - Sales,Invoice,Posted,437.35,43.74,481.09,PO-37041,INV-657722,AUD,1.0
TX005464,2026-05-11,2026,2,5,May,D004,C001,V004,R02,P003,Software & SaaS expense - Marketing,Direct Debit,Posted,335.27,33.53,368.8,,INV-161932,AUD,1.0
TX005465,2026-01-26,2026,1,1,January,D005,C001,V006,R03,P008,Software & SaaS expense - Sales,Invoice,Posted,465.04,46.5,511.54,PO-93206,INV-108422,AUD,1.0
TX005466,2024-07-21,2024,3,7,July,D006,C018,V024,R04,P008,Freight & Logistics expense - Operations,Direct Debit,Posted,6887.4,688.74,7576.14,,INV-815123,AUD,1.0
TX005467,2024-05-14,2024,2,5,May,D003,C007,V014,R01,P008,Training expense - Human Resources,Corporate Card,Posted,87.18,8.72,95.9,,,AUD,1.0
TX005468,2025-10-19,2025,4,10,October,D007,C007,V026,R01,P008,Training expense - Customer Service,Invoice,Posted,69.17,6.92,76.09,PO-80179,INV-795837,AUD,1.0
TX005469,2025-11-07,2025,4,11,November,D002,C017,V008,R03,P003,Legal & Compliance expense - Finance,Corporate Card,Posted,1213.7,121.37,1335.07,,,AUD,1.0
TX005470,2025-11-23,2025,4,11,November,D002,C001,V011,R01,P001,Software & SaaS expense - Finance,Expense Claim,Posted,1566.68,156.67,1723.35,,,USD,1.5709
TX005471,2024-02-26,2024,1,2,February,D003,C007,V032,R04,P001,Training expense - Human Resources,Direct Debit,Posted,296.62,29.66,326.28,,INV-357306,AUD,1.0
TX005472,2024-05-15,2024,2,5,May,D004,C006,V010,R05,P004,Travel expense - Marketing,Corporate Card,Posted,1025.24,102.52,1127.76,,,AUD,1.0
TX005473,2025-06-13,2025,2,6,June,D002,C006,V018,R01,P002,Travel expense - Finance,Invoice,Posted,1519.06,151.91,1670.97,PO-12822,INV-600959,AUD,1.0
TX005474,2025-03-10,2025,1,3,March,D003,C001,V027,R03,P008,Software & SaaS expense - Human Resources,Corporate Card,Posted,590.31,59.03,649.34,,,AUD,1.0
TX005475,2024-01-24,2024,1,1,January,D007,C001,V005,R01,P004,Software & SaaS expense - Customer Service,Invoice,Posted,820.44,82.04,902.48,PO-99509,INV-700515,AUD,1.0
TX005476,2024-09-17,2024,3,9,September,D002,C016,V023,R01,P004,Insurance expense - Finance,Invoice,Posted,866.98,86.7,953.68,PO-29949,INV-328374,AUD,1.0
TX005477,2026-02-02,2026,1,2,February,D008,C014,V012,R04,P008,Utilities expense - Facilities,Corporate Card,Posted,906.52,90.65,997.17,,,AUD,1.0
TX005478,2025-03-27,2025,1,3,March,D008,C016,V024,R01,P008,Insurance expense - Facilities,Invoice,Posted,258.17,25.82,283.99,PO-17865,INV-227683,AUD,1.0
TX005479,2024-07-15,2024,3,7,July,D006,C018,V011,R02,P002,Freight & Logistics expense - Operations,Corporate Card,Posted,713.32,71.33,784.65,,,AUD,1.0
TX005480,2025-07-26,2025,3,7,July,D004,C001,V008,R04,P008,Software & SaaS expense - Marketing,Invoice,Posted,205.31,20.53,225.84,PO-13501,INV-423711,AUD,1.0
TX005481,2026-02-27,2026,1,2,February,D002,C001,V005,R03,P003,Software & SaaS expense - Finance,Invoice,Posted,1399.28,139.93,1539.21,PO-65720,INV-823289,AUD,1.0
TX005482,2024-05-01,2024,2,5,May,D001,C012,V025,R04,P008,Telecommunications expense - Information Technology,Direct Debit,Posted,210.89,21.09,231.98,,INV-126463,AUD,1.0
TX005483,2024-07-17,2024,3,7,July,D005,C012,V015,R04,P002,Telecommunications expense - Sales,Invoice,Posted,558.17,55.82,613.99,PO-13869,INV-668145,AUD,1.0
TX005484,2024-12-15,2024,4,12,December,D008,C011,V032,R05,P008,Office Supplies expense - Facilities,Invoice,Posted,199.33,19.93,219.26,PO-43124,INV-347135,AUD,1.0
TX005485,2024-06-05,2024,2,6,June,D003,C011,V025,R01,P006,Office Supplies expense - Human Resources,Direct Debit,Accrued,45,4.5,49.5,,INV-724222,AUD,1.0
TX005486,2025-09-19,2025,3,9,September,D007,C001,V011,R02,P003,Software & SaaS expense - Customer Service,Invoice,Posted,824.79,82.48,907.27,PO-47067,INV-637297,AUD,1.0
TX005487,2024-05-18,2024,2,5,May,D005,C001,V010,R01,P008,Software & SaaS expense - Sales,Corporate Card,Pending,1055.25,105.53,1160.78,,,AUD,1.0
TX005488,2024-09-01,2024,3,9,September,D004,C011,V031,R03,P004,Office Supplies expense - Marketing,Invoice,Pending,48.63,4.86,53.49,PO-86735,INV-745599,AUD,1.0
TX005489,2025-09-13,2025,3,9,September,D007,C012,V004,R04,P004,Telecommunications expense - Customer Service,Invoice,Posted,76.23,7.62,83.85,PO-23396,INV-665665,AUD,1.0
TX005490,2026-03-03,2026,1,3,March,D006,C019,V030,R04,P004,Vehicle Expenses expense - Operations,Direct Debit,Posted,369.08,36.91,405.99,,INV-758217,AUD,1.0
TX005491,2025-04-03,2025,2,4,April,D004,C006,V034,R02,P008,Travel expense - Marketing,Invoice,Posted,1185.33,118.53,1303.86,PO-72095,INV-163721,AUD,1.0
TX005492,2024-04-05,2024,2,4,April,D006,C019,V010,R03,P004,Vehicle Expenses expense - Operations,Corporate Card,Posted,1255.43,125.54,1380.97,,,AUD,1.0
TX005493,2025-01-18,2025,1,1,January,D008,C013,V011,R04,P008,Rent expense - Facilities,Invoice,Posted,1186.36,118.64,1305.0,PO-88097,INV-154728,AUD,1.0
TX005494,2025-07-21,2025,3,7,July,D007,C007,V016,R01,P008,Training expense - Customer Service,Invoice,Posted,473.83,47.38,521.21,PO-20372,INV-271663,AUD,1.0
TX005495,2026-06-14,2026,2,6,June,D005,C019,V005,R05,P008,Vehicle Expenses expense - Sales,Expense Claim,Posted,529.63,52.96,582.59,,,AUD,1.0
TX005496,2026-01-12,2026,1,1,January,D001,C020,V026,R02,P008,Customer Support Tools expense - Information Technology,Direct Debit,Posted,399.07,39.91,438.98,,INV-392062,AUD,1.0
TX005497,2025-04-10,2025,2,4,April,D001,C020,V028,R02,P008,Customer Support Tools expense - Information Technology,Invoice,Posted,680.45,68.05,748.5,PO-30335,INV-473945,AUD,1.0
TX005498,2024-05-16,2024,2,5,May,D007,C007,V029,R03,P005,Training expense - Customer Service,Invoice,Posted,195.0,19.5,214.5,PO-11016,INV-138021,AUD,1.0
TX005499,2026-06-10,2026,2,6,June,D006,C011,V023,R04,P008,Office Supplies expense - Operations,Corporate Card,Posted,378.12,37.81,415.93,,,AUD,1.0
TX005500,2024-06-10,2024,2,6,June,D008,C016,V024,R01,P008,Insurance expense - Facilities,Invoice,Posted,528.72,52.87,581.59,PO-31918,INV-304438,AUD,1.0
TX005501,2025-07-25,2025,3,7,July,D005,C009,V016,R02,P008,Advertising expense - Sales,Invoice,Posted,2459.3,245.93,2705.23,PO-61973,INV-311096,AUD,1.0
TX005502,2025-05-13,2025,2,5,May,D002,C016,V028,R04,P002,Insurance expense - Finance,Invoice,Posted,476.28,47.63,523.91,PO-55030,INV-906570,AUD,1.0
TX005503,2024-09-23,2024,3,9,September,D004,C006,V032,R03,P008,Travel expense - Marketing,Direct Debit,Posted,656.53,65.65,722.18,,INV-894729,AUD,1.0
TX005504,2025-06-03,2025,2,6,June,D005,C001,V034,R04,P008,Software & SaaS expense - Sales,Direct Debit,Posted,954.35,95.44,1049.79,,INV-694957,AUD,1.0
TX005505,2024-07-22,2024,3,7,July,D002,C007,V015,R03,P003,Training expense - Finance,Invoice,Posted,439.27,43.93,483.2,PO-28404,INV-298185,AUD,1.0
TX005506,2026-05-11,2026,2,5,May,D004,C006,V016,R01,P008,Travel expense - Marketing,Corporate Card,Accrued,2421.39,242.14,2663.53,,,AUD,1.0
TX005507,2024-08-03,2024,3,8,August,D008,C015,V015,R02,P003,Repairs & Maintenance expense - Facilities,Invoice,Posted,347.43,34.74,382.17,PO-92445,INV-971639,AUD,1.0
TX005508,2026-04-08,2026,2,4,April,D006,C018,V034,R03,P001,Freight & Logistics expense - Operations,Corporate Card,Posted,1666.59,166.66,1833.25,,,AUD,1.0
TX005509,2025-05-14,2025,2,5,May,D005,C010,V012,R01,P008,Events expense - Sales,Invoice,Posted,739.27,73.93,813.2,PO-46422,INV-943839,AUD,1.0
TX005510,2025-06-20,2025,2,6,June,D008,C003,V003,R01,P002,Hardware expense - Facilities,Invoice,Posted,9319.07,931.91,10250.98,PO-92501,INV-383229,AUD,1.0
TX005511,2025-03-29,2025,1,3,March,D007,C004,V032,R01,P008,Contractors expense - Customer Service,Invoice,Posted,3778.51,377.85,4156.36,PO-68772,INV-922428,AUD,1.0
TX005512,2024-02-11,2024,1,2,February,D002,C004,V030,R04,P003,Contractors expense - Finance,Invoice,Accrued,1521.3,152.13,1673.43,PO-74636,INV-723693,AUD,1.0
TX005513,2025-08-01,2025,3,8,August,D008,C003,V029,R04,P008,Hardware expense - Facilities,Invoice,Posted,622.99,62.3,685.29,PO-26825,INV-240332,AUD,1.0
TX005514,2024-03-16,2024,1,3,March,D002,C004,V028,R04,P008,Contractors expense - Finance,Invoice,Posted,9003.77,900.38,9904.15,PO-71900,INV-115204,AUD,1.0
TX005515,2025-09-22,2025,3,9,September,D005,C001,V032,R03,P008,Software & SaaS expense - Sales,Direct Debit,Posted,556.36,55.64,612.0,,INV-793129,AUD,1.0
TX005516,2025-10-14,2025,4,10,October,D005,C009,V025,R03,P003,Advertising expense - Sales,Corporate Card,Pending,1719.4,171.94,1891.34,,,AUD,1.0
TX005517,2024-12-23,2024,4,12,December,D004,C011,V015,R04,P001,Office Supplies expense - Marketing,Invoice,Posted,45,4.5,49.5,PO-37807,INV-143619,AUD,1.0
TX005518,2025-12-04,2025,4,12,December,D002,C017,V015,R01,P008,Legal & Compliance expense - Finance,Invoice,Posted,371.51,37.15,408.66,PO-71521,INV-799858,AUD,1.0
TX005519,2024-06-21,2024,2,6,June,D007,C012,V021,R04,P008,Telecommunications expense - Customer Service,Corporate Card,Posted,2045.27,204.53,2249.8,,,AUD,1.0
TX005520,2025-08-30,2025,3,8,August,D002,C006,V012,R04,P008,Travel expense - Finance,Direct Debit,Posted,651.09,65.11,716.2,,INV-835327,AUD,1.0
TX005521,2024-06-14,2024,2,6,June,D003,C007,V034,R01,P008,Training expense - Human Resources,Expense Claim,Posted,306.66,30.67,337.33,,,AUD,1.0
TX005522,2024-04-16,2024,2,4,April,D008,C014,V010,R01,P008,Utilities expense - Facilities,Direct Debit,Posted,267.15,26.71,293.86,,INV-286586,AUD,1.0
TX005523,2024-03-14,2024,1,3,March,D002,C016,V022,R04,P008,Insurance expense - Finance,Invoice,Posted,377.06,37.71,414.77,PO-69995,INV-712686,USD,1.4945
TX005524,2025-08-05,2025,3,8,August,D008,C014,V022,R02,P004,Utilities expense - Facilities,Expense Claim,Posted,328.4,32.84,361.24,,,AUD,1.0
TX005525,2025-04-22,2025,2,4,April,D005,C010,V026,R01,P008,Events expense - Sales,Invoice,Posted,293.86,29.39,323.25,PO-13343,INV-544106,AUD,1.0
TX005526,2025-07-04,2025,3,7,July,D007,C007,V004,R03,P003,Training expense - Customer Service,Corporate Card,Posted,60.73,6.07,66.8,,,AUD,1.0
TX005527,2025-04-21,2025,2,4,April,D001,C003,V019,R01,P008,Hardware expense - Information Technology,Expense Claim,Posted,890.68,89.07,979.75,,,AUD,1.0
TX005528,2024-10-29,2024,4,10,October,D006,C003,V004,R02,P004,Hardware expense - Operations,Direct Debit,Posted,2282.47,228.25,2510.72,,INV-564215,AUD,1.0
TX005529,2024-11-26,2024,4,11,November,D003,C001,V025,R04,P004,Software & SaaS expense - Human Resources,Invoice,Posted,1207.44,120.74,1328.18,PO-87136,INV-221710,AUD,1.0
TX005530,2026-01-26,2026,1,1,January,D003,C001,V022,R02,P007,Software & SaaS expense - Human Resources,Invoice,Posted,1983.87,198.39,2182.26,PO-71628,INV-646314,AUD,1.0
TX005531,2026-02-20,2026,1,2,February,D007,C004,V012,R01,P008,Contractors expense - Customer Service,Corporate Card,Posted,1462.67,146.27,1608.94,,,AUD,1.0
TX005532,2025-08-06,2025,3,8,August,D005,C012,V026,R01,P004,Telecommunications expense - Sales,Invoice,Posted,390.3,39.03,429.33,PO-55633,INV-391221,AUD,1.0
TX005533,2025-04-07,2025,2,4,April,D006,C003,V027,R01,P001,Hardware expense - Operations,Invoice,Posted,2217.64,221.76,2439.4,PO-11837,INV-801961,AUD,1.0
TX005534,2025-09-15,2025,3,9,September,D007,C020,V002,R01,P003,Customer Support Tools expense - Customer Service,Invoice,Posted,2756.44,275.64,3032.08,PO-97949,INV-422060,AUD,1.0
TX005535,2025-03-29,2025,1,3,March,D007,C007,V019,R05,P005,Training expense - Customer Service,Invoice,Posted,879.74,87.97,967.71,PO-74299,INV-270443,AUD,1.0
TX005536,2024-03-10,2024,1,3,March,D004,C001,V002,R01,P002,Software & SaaS expense - Marketing,Invoice,Posted,1037.34,103.73,1141.07,PO-47355,INV-540276,AUD,1.0
TX005537,2024-06-09,2024,2,6,June,D001,C020,V020,R04,P008,Customer Support Tools expense - Information Technology,Invoice,Posted,468.81,46.88,515.69,PO-48871,INV-308777,AUD,1.0
TX005538,2025-09-11,2025,3,9,September,D008,C013,V023,R04,P002,Rent expense - Facilities,Invoice,Posted,1328.23,132.82,1461.05,PO-37483,INV-838145,AUD,1.0
TX005539,2024-06-24,2024,2,6,June,D006,C006,V016,R04,P005,Travel expense - Operations,Invoice,Posted,1101.65,110.17,1211.82,PO-43091,INV-175408,AUD,1.0
TX005540,2024-07-12,2024,3,7,July,D001,C004,V017,R03,P004,Contractors expense - Information Technology,Invoice,Posted,783.44,78.34,861.78,PO-27920,INV-294576,AUD,1.0
TX005541,2024-05-06,2024,2,5,May,D003,C004,V001,R03,P008,Contractors expense - Human Resources,Direct Debit,Posted,2118.41,211.84,2330.25,,INV-659646,AUD,1.0
TX005542,2025-09-14,2025,3,9,September,D008,C016,V028,R01,P003,Insurance expense - Facilities,Direct Debit,Posted,198.55,19.86,218.41,,INV-401195,AUD,1.0
TX005543,2024-04-21,2024,2,4,April,D001,C020,V032,R04,P008,Customer Support Tools expense - Information Technology,Invoice,Posted,657.51,65.75,723.26,PO-61492,INV-301005,AUD,1.0
TX005544,2025-11-11,2025,4,11,November,D008,C013,V019,R01,P006,Rent expense - Facilities,Invoice,Posted,1103.26,110.33,1213.59,PO-32187,INV-639823,USD,1.5782
TX005545,2026-01-06,2026,1,1,January,D001,C020,V015,R03,P008,Customer Support Tools expense - Information Technology,Expense Claim,Posted,623.48,62.35,685.83,,,AUD,1.0
TX005546,2026-01-25,2026,1,1,January,D004,C010,V035,R04,P008,Events expense - Marketing,Corporate Card,Posted,384.18,38.42,422.6,,,AUD,1.0
TX005547,2026-06-19,2026,2,6,June,D002,C006,V009,R01,P005,Travel expense - Finance,Corporate Card,Posted,1672.38,167.24,1839.62,,,AUD,1.0
TX005548,2024-01-25,2024,1,1,January,D005,C001,V013,R04,P003,Software & SaaS expense - Sales,Invoice,Accrued,554.89,55.49,610.38,PO-19002,INV-511158,AUD,1.0
TX005549,2026-06-21,2026,2,6,June,D003,C007,V015,R02,P001,Training expense - Human Resources,Invoice,Accrued,255.85,25.59,281.44,PO-66016,INV-787752,AUD,1.0
TX005550,2024-09-21,2024,3,9,September,D001,C020,V029,R01,P008,Customer Support Tools expense - Information Technology,Corporate Card,Posted,227.15,22.72,249.87,,,AUD,1.0
TX005551,2024-03-14,2024,1,3,March,D001,C001,V023,R01,P002,Software & SaaS expense - Information Technology,Invoice,Posted,2253.46,225.35,2478.81,PO-77635,INV-609661,AUD,1.0
TX005552,2026-06-10,2026,2,6,June,D001,C002,V032,R04,P002,Cloud Services expense - Information Technology,Direct Debit,Posted,1745.02,174.5,1919.52,,INV-742243,AUD,1.0
TX005553,2024-07-05,2024,3,7,July,D004,C004,V031,R02,P003,Contractors expense - Marketing,Invoice,Posted,1140.7,114.07,1254.77,PO-29783,INV-936237,AUD,1.0
TX005554,2025-12-05,2025,4,12,December,D001,C012,V027,R04,P003,Telecommunications expense - Information Technology,Invoice,Posted,1092.25,109.23,1201.48,PO-75631,INV-911486,AUD,1.0
TX005555,2024-12-13,2024,4,12,December,D003,C011,V028,R03,P008,Office Supplies expense - Human Resources,Invoice,Posted,122.96,12.3,135.26,PO-99071,INV-663466,AUD,1.0
TX005556,2025-05-18,2025,2,5,May,D005,C006,V019,R01,P003,Travel expense - Sales,Expense Claim,Posted,882.79,88.28,971.07,,,AUD,1.0
TX005557,2025-01-30,2025,1,1,January,D003,C007,V017,R01,P008,Training expense - Human Resources,Invoice,Posted,200.37,20.04,220.41,PO-50406,INV-453672,AUD,1.0
TX005558,2025-11-02,2025,4,11,November,D007,C001,V030,R01,P004,Software & SaaS expense - Customer Service,Invoice,Posted,904.56,90.46,995.02,PO-62974,INV-875443,USD,1.4975
TX005559,2025-07-04,2025,3,7,July,D001,C020,V030,R02,P005,Customer Support Tools expense - Information Technology,Invoice,Posted,254.15,25.42,279.57,PO-32541,INV-548163,AUD,1.0
TX005560,2024-11-06,2024,4,11,November,D008,C004,V027,R01,P001,Contractors expense - Facilities,Invoice,Posted,5048.92,504.89,5553.81,PO-56965,INV-611069,AUD,1.0
TX005561,2025-08-10,2025,3,8,August,D007,C012,V006,R03,P005,Telecommunications expense - Customer Service,Direct Debit,Posted,552.06,55.21,607.27,,INV-998746,AUD,1.0
TX005562,2025-03-28,2025,1,3,March,D007,C004,V025,R01,P008,Contractors expense - Customer Service,Invoice,Accrued,1423.71,142.37,1566.08,PO-10685,INV-980163,USD,1.468
TX005563,2024-09-24,2024,3,9,September,D006,C018,V031,R02,P008,Freight & Logistics expense - Operations,Direct Debit,Posted,5434.39,543.44,5977.83,,INV-945704,AUD,1.0
TX005564,2024-02-01,2024,1,2,February,D007,C020,V008,R01,P008,Customer Support Tools expense - Customer Service,Direct Debit,Posted,1158.26,115.83,1274.09,,INV-760837,AUD,1.0
